File,sep= Submitting Device,Device User,Form Completed,Upload Completed,Submission ID,Submission ID generated by device,Tree Barcode - 树条码,Tree Barcode - 树条码 : timestamp,Tree Barcode - 树条码 : geostamp,Tree Status - 树状态 : Tree Vitality Score Guide - 树活力评分指南,Tree Status - 树状态 : Tree Vitality Score - 树活力评分,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : timestamp,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : geostamp,Tree Status - 树状态 : Tree Status Image - 树状态图像,Tree Status - 树状态 : Tree Symptom  -  树症状,Tree Status - 树状态 : Twig symptom - 树枝症状,Tree Status - 树状态 : Twig Vitality Score - 树活力评分,Tree Status - 树状态 : Branch symptom - 分支症状,Tree Status - 树状态 : Branch Vitality Score - 树活力评分,Tree Status - 树状态 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Trunk Vitality Score - 树活力评分,Tree Status - 树状态 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Leaves Vitality Score - 树活力评分,Tree Status - 树状态 : Bark symptom - 树皮症状,Tree Status - 树状态 : Bark Vitality Score - 树活力评分,Tree Status - 树状态 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Sap sucker symptom - 啄木鸟啄食症状,Tree Status - 树状态 : Other damage - 其他损坏,Tree Status - 树状态 : Tree images -  树 图片 : Tree Status image  - 树状态和损坏图像,Tree Status - 树状态 : Tree images -  树 图片 : Twig symptom - 树枝症状,Tree Status - 树状态 : Tree images -  树 图片 :  Branch symptom - 分支症状,Tree Status - 树状态 : Tree images -  树 图片 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Tree images -  树 图片 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Tree images -  树 图片 : Bark symptom - 树皮症状,Tree Status - 树状态 : Tree images -  树 图片 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Tree images -  树 图片 : Sap sucker symptom - 吸液器症状,Tree Status - 树状态 : Tree images -  树 图片 : Other damage - 其他损坏,Tree Status - 树状态 : Tree Status Notes - 树状态说明,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : timestamp,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : geostamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : timestamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : geostamp,Beetle Observation - 甲虫观察 : Beetle Genus - 甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 3,Beetle Observation - 甲虫观察 : Beetle Subfamily - 亚科/种类,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 4,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 5,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 6,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 7,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : timestamp,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : geostamp,Beetle Observation - 甲虫观察 : Beetle Image - 甲虫图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle evidence images - 甲虫证据图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle Notes -  笔记,Beetle Observation - 甲虫观察 : Beetle code ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : timestamp,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : timestamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : geostamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : timestamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_Index_value,Beetle Observation - 甲虫观察 : Time_of_recording,Beetle Observation - 甲虫观察 : Time_of_recording : timestamp,Notes -  笔记
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:40:05 +08:00,2022-07-14 01:40:25 +00:00,72377556,fc56d3d8-abc3-42de-aafe-7a8f5a005a2f,14798152,2022-07-14 09:38:35,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f1fbbda0-e543-013a-2213-26b2a9f4695d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f3d99240-e543-013a-2213-26b2a9f4695d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:40:05 +08:00,2022-07-14 01:40:25 +00:00,72377556,fc56d3d8-abc3-42de-aafe-7a8f5a005a2f,14798152,2022-07-14 09:38:35,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f58679d0-e543-013a-2213-26b2a9f4695d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f7dcd650-e543-013a-2213-26b2a9f4695d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:40:36 +08:00,2022-07-14 01:40:54 +00:00,72377568,3f1c443b-90a6-481e-9a57-686f40b68d5d,14798190,2022-07-14 09:39:28,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/fb5d7010-e543-013a-2213-26b2a9f4695d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/fca12120-e543-013a-2213-26b2a9f4695d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:40:48 +08:00,2022-07-14 01:41:02 +00:00,72377574,bf2b3d01-1257-438f-beb1-af9033992730,14798155,2022-07-14 09:40:15,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/012a6280-e544-013a-2213-26b2a9f4695d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/0294f470-e544-013a-2213-26b2a9f4695d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:41:49 +08:00,2022-07-14 01:42:01 +00:00,72377599,a71c32a2-3faa-4bd3-8c72-e225c001e36c,14798189,2022-07-14 09:40:49,,,6 - Stressed - 受胁迫的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/254ec2b0-e544-013a-2213-26b2a9f4695d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/267dde90-e544-013a-2213-26b2a9f4695d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:42:05 +08:00,2022-07-14 01:42:16 +00:00,72377607,746f497a-0a8a-43ff-97ed-ffae0996c940,14798157,2022-07-14 09:41:09,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,"Leaf discoloration - 叶变色,Chewing - 大量咀嚼",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2e0ae5a0-e544-013a-5871-469fccd430a2,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2fb234a0-e544-013a-5871-469fccd430a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:43:15 +08:00,2022-07-14 01:43:26 +00:00,72377634,ebf813c2-5c84-4e10-8285-1775c68d472c,14798156,2022-07-14 09:42:38,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/588ac520-e544-013a-a54d-22c725336d12,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/5a639eb0-e544-013a-a54d-22c725336d12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:43:50 +08:00,2022-07-14 01:44:02 +00:00,72377653,cbe44218-5b31-4081-b541-6e16ba540d8e,14798153,2022-07-14 09:43:21,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6e136240-e544-013a-8d8f-6af86898b0a7,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6fd356f0-e544-013a-8d8f-6af86898b0a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:46:24 +08:00,2022-07-14 01:46:50 +00:00,72377726,67a6ae07-8e76-4328-9a5a-5f030458515d,14798193,2022-07-14 09:42:01,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Spots - 斑点,Other - 其他",,,,,,A large number of insects gather on the leaves.,http://app.devicemagic.com/organizations/261690/stored_files/v2/d4720960-e544-013a-7bac-02f0b549d0f6,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/d604f720-e544-013a-7bac-02f0b549d0f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:46:24 +08:00,2022-07-14 01:46:50 +00:00,72377726,67a6ae07-8e76-4328-9a5a-5f030458515d,14798193,2022-07-14 09:42:01,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Spots - 斑点,Other - 其他",,,,,,A large number of insects gather on the leaves.,http://app.devicemagic.com/organizations/261690/stored_files/v2/d7895510-e544-013a-7bac-02f0b549d0f6,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/d94ce610-e544-013a-7bac-02f0b549d0f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:46:27 +08:00,2022-07-14 01:47:07 +00:00,72377737,cb2fb310-0eef-44ab-b57a-b679e0470002,14798154,2022-07-14 09:43:56,,,8 - Mostly healthy - 大部分健康的,,,,"Fungi - 菌类,Other - 其他",,,,,,,,,,,Needle rust,,Girdle windows on trunk by insect,http://app.devicemagic.com/organizations/261690/stored_files/v2/ddce6a50-e544-013a-fddd-1aef141c727f,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/dfd9f9c0-e544-013a-fddd-1aef141c727f,,http://app.devicemagic.com/organizations/261690/stored_files/v2/e20ba8a0-e544-013a-fddd-1aef141c727f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:47:45 +08:00,2022-07-14 01:48:09 +00:00,72377759,b9451ec3-144b-493b-8748-a70e4f900eaa,14798192,2022-07-14 09:46:37,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/06138fa0-e545-013a-8bfc-2248fe939097,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/07ad4b10-e545-013a-8bfc-2248fe939097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:48:58 +08:00,2022-07-14 01:49:41 +00:00,72377805,8db8a075-6985-4298-9a3e-9e80f1ee5ac0,14798194,2022-07-14 09:47:56,,,9 - Very healthy - 非常健康的,,,,Other - 其他,,,,,,,,,,,,,No obvirus damage,http://app.devicemagic.com/organizations/261690/stored_files/v2/34539830-e545-013a-e4fd-1a63343ca27b,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/365d96b0-e545-013a-e4fd-1a63343ca27b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:50:19 +08:00,2022-07-14 01:50:44 +00:00,72377836,e0f05783-b836-4719-b551-0af9240f36c0,14798195,2022-07-14 09:49:08,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/5ea39260-e545-013a-3534-628d1e17eda3,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/607b0e90-e545-013a-3534-628d1e17eda3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:51:38 +08:00,2022-07-14 01:51:56 +00:00,72377935,7540fc5b-4c89-466d-b27a-a5bc0c2513db,14798197,2022-07-14 09:50:38,,,9 - Very healthy - 非常健康的,,,,Other - 其他,,,,,,,,,,,,,No obvious damage,http://app.devicemagic.com/organizations/261690/stored_files/v2/8639bdf0-e545-013a-a356-76b6aaaf2013,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/87cca110-e545-013a-a356-76b6aaaf2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:52:15 +08:00,2022-07-14 01:52:28 +00:00,72377983,b9d4db59-a11b-49b9-bf89-127bc384319c,14798090,2022-07-14 09:51:25,,,8 - Mostly healthy - 大部分健康的,,,,Fungi - 菌类,,,,,,,,,,,Needle rust,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/9b9baf00-e545-013a-031b-5ebc6ff362a9,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/9d4ba5c0-e545-013a-031b-5ebc6ff362a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:53:13 +08:00,2022-07-14 01:53:40 +00:00,72378043,9cacb4f6-28fd-46d9-bddc-8507c20c5e16,14798199,2022-07-14 09:51:54,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c86a5ba0-e545-013a-5afb-36e43ae8cc0f,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ca6f03d0-e545-013a-5afb-36e43ae8cc0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:53:13 +08:00,2022-07-14 01:53:40 +00:00,72378043,9cacb4f6-28fd-46d9-bddc-8507c20c5e16,14798199,2022-07-14 09:51:54,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/cc776bc0-e545-013a-5afb-36e43ae8cc0f,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ceb3a410-e545-013a-5afb-36e43ae8cc0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:53:53 +08:00,2022-07-14 01:54:05 +00:00,72378054,b9c72a43-52ee-4ec2-b1fa-19f8156ecca3,14798091,2022-07-14 09:52:59,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Leaf discoloration - 叶变色",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/d4ab98a0-e545-013a-08b2-42499312a419,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/d628fbd0-e545-013a-08b2-42499312a419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:54:47 +08:00,2022-07-14 01:54:59 +00:00,72378111,cfe6ee0c-f032-4819-8e6a-b36a1eb14e92,14798092,2022-07-14 09:54:15,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f2d26ab0-e545-013a-4703-2a07a1cd411d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f4b42fe0-e545-013a-4703-2a07a1cd411d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:54:32 +08:00,2022-07-14 01:55:00 +00:00,72378114,1f9c39d6-5641-449c-82f8-8ea45c886573,14798198,2022-07-14 09:53:27,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f7c5e960-e545-013a-fc26-62d3f1ba598d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f93e3670-e545-013a-fc26-62d3f1ba598d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:54:32 +08:00,2022-07-14 01:55:00 +00:00,72378114,1f9c39d6-5641-449c-82f8-8ea45c886573,14798198,2022-07-14 09:53:27,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/faefef60-e545-013a-fc26-62d3f1ba598d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/fc746100-e545-013a-fc26-62d3f1ba598d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:55:41 +08:00,2022-07-14 01:55:53 +00:00,72378177,c96d0b8a-5193-4acb-a523-0261173bdd0d,14798093,2022-07-14 09:54:53,,,8 - Mostly healthy - 大部分健康的,,,,Fungi - 菌类,,,,,,,,,,,Needle rust,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/11c127c0-e546-013a-05b9-46948bf8cba4,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/13e48000-e546-013a-05b9-46948bf8cba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:56:46 +08:00,2022-07-14 01:56:57 +00:00,72378221,90627211-40b6-4f81-9992-16b5f6192157,14798097,2022-07-14 09:55:58,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/3a66cb90-e546-013a-c7f3-46de927e3e61,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/3bf53a20-e546-013a-c7f3-46de927e3e61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:57:19 +08:00,2022-07-14 01:57:35 +00:00,72378242,6daa12b3-876f-4119-962a-a7a2ea58c27f,14798201,2022-07-14 09:55:49,,,8 - Mostly healthy - 大部分健康的,,,,Other - 其他,,,,,,,,,,,,,Part of the leaves are eaten.,http://app.devicemagic.com/organizations/261690/stored_files/v2/513490d0-e546-013a-c9c2-7ee0ebad5961,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/529c11c0-e546-013a-c9c2-7ee0ebad5961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 09:59:03 +08:00,2022-07-14 01:59:38 +00:00,72378307,9458b3ab-18b9-4b9a-8cf6-0a57b3d0709e,14798088,2022-07-14 09:57:15,,,8 - Mostly healthy - 大部分健康的,,,,"Leaves - 树叶,Other - 其他",,,,,,,Chewing - 大量咀嚼,,,,,,Girdling on branches by insects,http://app.devicemagic.com/organizations/261690/stored_files/v2/9c66eb10-e546-013a-d4c0-6e9e59f16e9b,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/9e0d1860-e546-013a-d4c0-6e9e59f16e9b,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/a07caae0-e546-013a-d4c0-6e9e59f16e9b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (10).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 09:59:57 +08:00,2022-07-14 02:00:21 +00:00,72378329,fe41d8a4-31dc-42dd-a55f-ad85297138fd,14798176,2022-07-14 09:59:17,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b7cc8390-e546-013a-7265-2ab3b0a8edc1,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b9e8ef60-e546-013a-7265-2ab3b0a8edc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (9).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 10:00:19 +08:00,2022-07-14 02:00:34 +00:00,72378339,0e73fdc5-ed52-49b8-a63c-7b829f3aaf43,14798116,2022-07-14 09:59:28,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/bd503150-e546-013a-c9c2-7ee0ebad5961,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/be538b90-e546-013a-c9c2-7ee0ebad5961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (9).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-14 10:01:46 +08:00,2022-07-14 02:01:57 +00:00,72378387,72ee8bdc-0079-4e8e-91cf-4e7dcedf3877,14798086,2022-07-14 10:00:46,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f384e550-e546-013a-5dfb-56d04abcf8d6,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f62a3080-e546-013a-5dfb-56d04abcf8d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (9).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-07-14 10:01:40 +08:00,2022-07-14 02:02:10 +00:00,72378393,27b22a85-140a-4e8d-b568-f60091878a32,14798187,2022-07-14 10:00:30,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f71f8970-e546-013a-fddd-1aef141c727f,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f97c6c20-e546-013a-fddd-1aef141c727f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
