Unnamed: 0,File,sep= Submitting Device,Device User_x,Form Completed_x,Upload Completed_x,Submission ID_x,Submission ID generated by device_x,tree_id,Tree Barcode - 树条码 : timestamp,Tree Barcode - 树条码 : geostamp,Tree Status - 树状态 : Tree Vitality Score Guide - 树活力评分指南,Tree Status - 树状态 : Tree Vitality Score - 树活力评分,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : timestamp,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : geostamp,Tree Status - 树状态 : Tree Status Image - 树状态图像,Tree Status - 树状态 : Tree Symptom  -  树症状,Tree Status - 树状态 : Twig symptom - 树枝症状,Tree Status - 树状态 : Twig Vitality Score - 树活力评分,Tree Status - 树状态 : Branch symptom - 分支症状,Tree Status - 树状态 : Branch Vitality Score - 树活力评分,Tree Status - 树状态 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Trunk Vitality Score - 树活力评分,Tree Status - 树状态 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Leaves Vitality Score - 树活力评分,Tree Status - 树状态 : Bark symptom - 树皮症状,Tree Status - 树状态 : Bark Vitality Score - 树活力评分,Tree Status - 树状态 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Sap sucker symptom - 啄木鸟啄食症状,Tree Status - 树状态 : Other damage - 其他损坏,Tree Status - 树状态 : Tree images -  树 图片 : Tree Status image  - 树状态和损坏图像,Tree Status - 树状态 : Tree images -  树 图片 : Twig symptom - 树枝症状,Tree Status - 树状态 : Tree images -  树 图片 :  Branch symptom - 分支症状,Tree Status - 树状态 : Tree images -  树 图片 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Tree images -  树 图片 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Tree images -  树 图片 : Bark symptom - 树皮症状,Tree Status - 树状态 : Tree images -  树 图片 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Tree images -  树 图片 : Sap sucker symptom - 吸液器症状,Tree Status - 树状态 : Tree images -  树 图片 : Other damage - 其他损坏,Tree Status - 树状态 : Tree Status Notes - 树状态说明,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : timestamp,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : geostamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : timestamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : geostamp,Beetle Observation - 甲虫观察 : Beetle Genus - 甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 3,Beetle Observation - 甲虫观察 : Beetle Subfamily - 亚科/种类,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 4,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 5,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 6,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 7,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : timestamp,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : geostamp,Beetle Observation - 甲虫观察 : Beetle Image - 甲虫图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle evidence images - 甲虫证据图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle Notes -  笔记,Beetle Observation - 甲虫观察 : Beetle code ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : timestamp,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : timestamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : geostamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : timestamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_Index_value,Beetle Observation - 甲虫观察 : Time_of_recording,Beetle Observation - 甲虫观察 : Time_of_recording : timestamp,Notes -  笔记_x,Submitting Device,Device User_y,Form Completed_y,Upload Completed_y,Submission ID_y,Submission ID generated by device_y,Barcode and Picture - 条码和图片 : Tree Barcode - 树条码 : timestamp,Barcode and Picture - 条码和图片 : Tree Barcode - 树条码 : geostamp,Barcode and Picture - 条码和图片 : Tree Image - 树图像,Barcode and Picture - 条码和图片 : Tree Image - 树图像 : timestamp,Barcode and Picture - 条码和图片 : Tree Image - 树图像 : geostamp,Tree Details - 树详细信息 : Site - 地点,Tree Details - 树详细信息 : Site - 地点 : timestamp,Tree Details - 树详细信息 : Site - 地点 : geostamp,Tree Details - 树详细信息 : Tree species -  树种,Tree Details - 树详细信息 : Tree species -  树种 : timestamp,Tree Details - 树详细信息 : Tree species -  树种 : geostamp,Tree Details - 树详细信息 : New Tree Species - 添加新树种,Tree Details - 树详细信息 : Stressor - 压力源,Tree Details - 树详细信息 : Stressor - 压力源 : timestamp,Tree Details - 树详细信息 : Stressor - 压力源 : geostamp,Notes -  笔记_y,Notes -  笔记 : timestamp,Notes -  笔记 : geostamp,tree_vitality,tree_species,beetle_taxonomy
2548,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:25:56 +08:00,2022-08-30 03:26:31 +00:00,73653112,598c7a9d-b764-44ca-b282-9803fc65dcac,14798164,2022-08-30 11:24:53,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Discoloration -  变色,Leaf rolling - 卷叶,Spots - 斑点",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/8a2f1140-0a41-013b-cba8-06bfebe69b31,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/8b8ffb80-0a41-013b-cba8-06bfebe69b31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-05 15:27:56 +08:00,2022-07-05 07:28:01 +00:00,72065095.0,f5e991b1-a7cf-4a03-86f4-0a266d540c7a,2022-07-01 08:00:13,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f868bd70-de61-013a-f453-321790dc6f70,2022-07-01 08:00:30,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 08:00:35,,Citrus - 柑橘 - Citrus spp.,2022-07-01 08:00:37,,,None - 没有任何,2022-07-01 08:00:40,,,,,7,Citrus,
2549,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:25:56 +08:00,2022-08-30 03:26:31 +00:00,73653112,598c7a9d-b764-44ca-b282-9803fc65dcac,14798164,2022-08-30 11:24:53,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Discoloration -  变色,Leaf rolling - 卷叶,Spots - 斑点",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/8a2f1140-0a41-013b-cba8-06bfebe69b31,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/8b8ffb80-0a41-013b-cba8-06bfebe69b31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-03 08:19:09 +08:00,2022-07-03 00:19:15 +00:00,72019609.0,e1e3d721-d948-4791-a241-e002a052a89c,2022-07-01 08:00:13,,http://app.devicemagic.com/organizations/261690/stored_files/v2/be4f0520-dc93-013a-be46-5ad68c8bbdba,2022-07-01 08:00:30,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 08:00:35,,Citrus - 柑橘 - Citrus spp.,2022-07-01 08:00:37,,,None - 没有任何,2022-07-01 08:00:40,,,,,7,Citrus,
2550,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:27:01 +08:00,2022-08-30 03:27:19 +00:00,73653126,ac305952-521b-4e11-a435-2237dccd9785,14798170,2022-08-30 11:26:38,,,10 - Vigorous (not a single issue) - 非常茂盛的（无任何健康问题）,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/a125cc90-0a41-013b-c0c9-0e85a8fe02a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 08:23:35 +08:00,2022-07-01 00:23:43 +00:00,71975074.0,a8f37a20-11ff-43f2-bf74-afa05de8f016,2022-07-01 08:22:48,,http://app.devicemagic.com/organizations/261690/stored_files/v2/0b38a640-db02-013a-986a-0efbc67861de,2022-07-01 08:23:09,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 08:23:12,,Loblolly pine - 火炬松 - Pinus taeda Linn,2022-07-01 08:23:18,,,None - 没有任何,2022-07-01 08:23:22,,,,,10,Loblolly pine,
2551,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:27:45 +08:00,2022-08-30 03:28:15 +00:00,73653137,3e4d5ccc-f8a7-44be-93b0-48814662c5b6,14798169,2022-08-30 11:27:06,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Spots - 斑点,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c4ef52d0-0a41-013b-e01d-3e79ea6f93fa,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c72dbe90-0a41-013b-e01d-3e79ea6f93fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-05 11:07:43 +08:00,2022-07-05 03:07:53 +00:00,72057674.0,8af7e502-ab47-4aab-b7af-373aa71e9a76,2022-07-05 11:07:29,,http://app.devicemagic.com/organizations/261690/stored_files/v2/a3791c00-de3d-013a-ad46-4e8ad5b94618,2022-07-05 11:07:39,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-05 11:06:38,,Citrus - 柑橘 - Citrus spp.,2022-07-05 11:06:41,,,None - 没有任何,2022-07-05 11:06:43,,,,,8,Citrus,
2552,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:30:05 +08:00,2022-08-30 03:31:46 +00:00,73653170,f0587663-9b4c-49f3-9c58-ea26bb56fe86,14798198,2022-08-30 11:29:14,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Wilting - 枯萎,Chewing - 大量咀嚼",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/442d0970-0a42-013b-b326-66e04736ef49,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/4689c5d0-0a42-013b-b326-66e04736ef49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-06-30 21:25:04 -04:00,2022-10-10 14:03:03 +00:00,74842608.0,2070a389-bea5-4bed-a157-61217b304e17,2022-06-30 21:24:34,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b1777f30-2ad2-013b-dd7a-5223e90b0c43,2022-06-30 21:24:47,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-06-30 21:24:52,,Pecan - 美国山核桃 - Carya illinoinensis (Wangenh) K. Koch,2022-06-30 21:24:59,,,None - 没有任何,2022-06-30 21:25:02,,,,,7,Pecan,
2553,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:30:05 +08:00,2022-08-30 03:31:46 +00:00,73653170,f0587663-9b4c-49f3-9c58-ea26bb56fe86,14798198,2022-08-30 11:29:14,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Wilting - 枯萎,Chewing - 大量咀嚼",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/442d0970-0a42-013b-b326-66e04736ef49,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/4689c5d0-0a42-013b-b326-66e04736ef49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-05 15:27:59 +08:00,2022-07-05 07:28:04 +00:00,72065099.0,800c4880-f1a3-4449-a27a-6a8ebf36a35d,2022-07-01 09:24:34,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f9b6f980-de61-013a-1f3b-2e18891f7914,2022-07-01 09:24:47,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:24:52,,Pecan - 美国山核桃 - Carya illinoinensis (Wangenh) K. Koch,2022-07-01 09:24:59,,,None - 没有任何,2022-07-01 09:25:02,,,,,7,Pecan,
2554,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:30:05 +08:00,2022-08-30 03:31:46 +00:00,73653170,f0587663-9b4c-49f3-9c58-ea26bb56fe86,14798198,2022-08-30 11:29:14,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Wilting - 枯萎,Chewing - 大量咀嚼",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/442d0970-0a42-013b-b326-66e04736ef49,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/4689c5d0-0a42-013b-b326-66e04736ef49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-03 08:17:34 +08:00,2022-07-03 00:17:42 +00:00,72019601.0,25bba24b-e8fb-4a25-b434-6473a5c5858b,2022-07-01 09:24:34,,http://app.devicemagic.com/organizations/261690/stored_files/v2/87244390-dc93-013a-8dc6-7235f1997a25,2022-07-01 09:24:47,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:24:52,,Pecan - 美国山核桃 - Carya illinoinensis (Wangenh) K. Koch,2022-07-01 09:24:59,,,None - 没有任何,2022-07-01 09:25:02,,,,,7,Pecan,
2555,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:32:25 +08:00,2022-08-30 03:33:02 +00:00,73653183,75f1963e-7f75-49d3-9999-521c68fbd630,14798197,2022-08-30 11:31:22,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6faa70f0-0a42-013b-e768-2e5a64de16f3,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7103bf50-0a42-013b-e768-2e5a64de16f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:23:42 +08:00,2022-07-01 01:24:12 +00:00,71975653.0,9b070cfd-e373-4ba7-b551-62aa0c61b45a,2022-07-01 09:23:13,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7fe3fd00-db0a-013a-d379-4e7457d58df3,2022-07-01 09:23:26,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:23:30,,Sweetgum - 枫香 - Liquidambar styraciflua Linn,2022-07-01 09:23:36,,,None - 没有任何,2022-07-01 09:23:39,,,,,9,Sweetgum,
2556,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:33:07 +08:00,2022-08-30 03:33:18 +00:00,73653185,27c8f0d1-1f68-4cef-839f-9bac737fb8ee,14798196,2022-08-30 11:32:36,,,10 - Vigorous (not a single issue) - 非常茂盛的（无任何健康问题）,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7749e820-0a42-013b-c62d-6e5cf9961681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:28:58 +08:00,2022-07-01 01:38:28 +00:00,71975850.0,d4a37e1a-2482-4dc0-8f88-4becd47f81bb,2022-07-01 09:28:20,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7cf19a90-db0c-013a-37d9-16a0930e2fbe,2022-07-01 09:28:36,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:28:39,,Loblolly pine - 火炬松 - Pinus taeda Linn,2022-07-01 09:28:52,,,None - 没有任何,2022-07-01 09:28:55,,,,,10,Loblolly pine,
2557,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:35:07 +08:00,2022-08-30 03:35:14 +00:00,73653196,5d5f80f4-cf87-4a1a-921b-d2305427e89c,14798194,2022-08-30 11:34:50,,,10 - Vigorous (not a single issue) - 非常茂盛的（无任何健康问题）,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/bbbf7fb0-0a42-013b-2a77-5e5c83f3d8d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:19:51 +08:00,2022-07-01 01:20:18 +00:00,71975614.0,5886a11f-4fb2-429a-84e7-ae1944ebfcf0,2022-07-01 09:19:25,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f3f6c8d0-db09-013a-e89b-268f1191ea73,2022-07-01 09:19:39,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:19:43,,Slash pine - 湿地松 - Pinus elliottii,2022-07-01 09:19:46,,,None - 没有任何,2022-07-01 09:19:48,,,,,10,Slash pine,
2558,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:37:38 +08:00,2022-08-30 03:37:47 +00:00,73653211,12ce5d06-e149-4a61-b2c4-3492f58d7f32,14798893,2022-08-30 11:36:53,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/1978be70-0a43-013b-86c5-4eab52b81076,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/1af88690-0a43-013b-86c5-4eab52b81076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
2559,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:41:13 +08:00,2022-08-30 03:41:38 +00:00,73653235,397351ef-d14f-4f97-bdb7-c950548a8f05,14798189,2022-08-30 11:37:50,,,7 - Not completely healthy - 不完全健康的,,,,"Branch - 大枝条,Leaves - 树叶",,,Dead Branches - 枯枝,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/a4d6c9b0-0a43-013b-72ab-5e7ddee96192,,http://app.devicemagic.com/organizations/261690/stored_files/v2/a4e7c5a0-0a43-013b-e813-6ae4825591e1,,http://app.devicemagic.com/organizations/261690/stored_files/v2/a6e790d0-0a43-013b-72ab-5e7ddee96192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:09:12 +08:00,2022-07-01 01:09:46 +00:00,71975526.0,fbafd474-6aa1-4663-8c3f-1252228a3b30,2022-07-01 09:08:46,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7a9cec30-db08-013a-2e59-56f7c86681dc,2022-07-01 09:08:59,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:09:02,,Nuttall oak - 娜塔栎 - Quercus nuttallii Palmer,2022-07-01 09:09:06,,,None - 没有任何,2022-07-01 09:09:09,,,,,7,Nuttall oak,
2560,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:41:39 +08:00,2022-08-30 03:42:00 +00:00,73653238,b56f346b-cef5-41fd-b42b-a7c5b150a267,14798191,2022-08-30 11:41:19,,,10 - Vigorous (not a single issue) - 非常茂盛的（无任何健康问题）,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ae1a0330-0a43-013b-1d28-62b0825918bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:16:00 +08:00,2022-07-01 01:16:25 +00:00,71975586.0,a24a5b9a-2b04-4511-86a9-08f3d8821d18,2022-07-01 09:15:17,,http://app.devicemagic.com/organizations/261690/stored_files/v2/68d4b330-db09-013a-c96a-7235f1997a25,2022-07-01 09:15:35,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:15:39,,Slash pine - 湿地松 - Pinus elliottii,2022-07-01 09:15:53,,,None - 没有任何,2022-07-01 09:15:55,,,,,10,Slash pine,
2561,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:42:25 +08:00,2022-08-30 03:42:44 +00:00,73653247,d4d0d679-7eba-4b7f-a4ea-ce6662000236,14798187,2022-08-30 11:41:45,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ca8956f0-0a43-013b-cba8-06bfebe69b31,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/cc0c07d0-0a43-013b-cba8-06bfebe69b31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:07:49 +08:00,2022-07-01 01:08:24 +00:00,71975514.0,4fa7518d-82cc-4a49-a84b-cdd53d1ec6fb,2022-07-01 09:07:14,,http://app.devicemagic.com/organizations/261690/stored_files/v2/4a01b910-db08-013a-ba56-06a34bf9bb3e,2022-07-01 09:07:34,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:07:37,,Live oak - 弗吉尼亚栎 - Quercus virginiana Mill,2022-07-01 09:07:42,,,None - 没有任何,2022-07-01 09:07:46,,,,,9,Live oak,
2562,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:36:38 +08:00,2022-08-30 03:44:23 +00:00,73653258,0b5b2faf-4aee-47b2-be32-30c0423d7188,14798195,2022-08-30 11:35:11,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/0648c900-0a44-013b-88ea-523e9f3ca0b7,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/08930430-0a44-013b-88ea-523e9f3ca0b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:21:56 +08:00,2022-07-01 01:22:32 +00:00,71975638.0,46888d35-cd40-4a86-8864-1ade07e1fc17,2022-07-01 09:21:29,,http://app.devicemagic.com/organizations/261690/stored_files/v2/42b84720-db0a-013a-2338-427655679feb,2022-07-01 09:21:44,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:21:47,,Nuttall oak - 娜塔栎 - Quercus nuttallii Palmer,2022-07-01 09:21:50,,,None - 没有任何,2022-07-01 09:21:53,,,,,9,Nuttall oak,
2563,Tree Surveying Form - 树木测量表 (1).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-30 11:43:25 +08:00,2022-08-30 03:44:26 +00:00,73653259,63f011b5-4414-4799-94f6-fa85d9cb4252,14798206,2022-08-30 11:42:40,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/06fbc9e0-0a44-013b-2ed8-26ef4b407478,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/093787b0-0a44-013b-2ed8-26ef4b407478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
